"Issue Key"|"Summary"|"Author"|"Created"|"Field Type"|"Field"|"From"|"From String"|"To"|"To String"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T17:31:52.907-0500"|"jira"|"description"|""|""|""|"Buenas tardes 

Apreciados, amablemente solicitamos de su colaboración realizando la revisión del porqué para esta profesora *ELYN LIZETH SOLANO CHARRIS* con ID: *0000001029,* no le está saliendo la totalidad de los cursos asociados al plan de formación en la tabla *FCT_PLAN_FORMACION* para los años con fecha de inicio del año *2020* al actual (*2024*)

Cuando validamos cuantos cursos tiene la profesora *ELYN LIZETH SOLANO CHARRIS* con ID: *0000001029,* no nos aparecen los 34 cursos de la profesora para la profesora solo aparecen 28 cursos 

*Reporte SIGA* Información, no solo validada en reportes, sino también directamente en SIGA en módulo de Formación y también en certificados de cursos ):

!image-20240924-223132.png|width=83.33333333333334%,alt=""image-20240924-223132.png""!

*SQL-* Se realizó validación de dos cursos y no aparecen ni en la *FCT_PLAN_FORMACION*  en la *MIRROR*

*FCT_PLAN_FORMACION* 

!image-20240924-222952.png|width=91.66666666666666%,alt=""image-20240924-222952.png""!

*MIRROR*

!image-20240924-221734.png|width=91.66666666666666%,alt=""image-20240924-221734.png""!"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T17:31:49.008-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T17:19:17.815-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T17:19:16.076-0500"|"jira"|"summary"|""|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la "|""|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T17:18:58.578-0500"|"jira"|"summary"|""|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024"|""|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la "
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Automation for Jira"|"2024-09-24T16:53:44.815-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T16:53:43.309-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T14:57:56.463-0500"|"jira"|"summary"|""|"PLAN DE FORMACIÓN- No aparece la información de la totalidad de los cursos de un profesor"|""|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T14:56:17.949-0500"|"jira"|"summary"|""|"PLAN DE FORMACIÓN-no aparece la información de la totalidad de los cursos de un profesor"|""|"PLAN DE FORMACIÓN- No aparece la información de la totalidad de los cursos de un profesor"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T14:50:50.669-0500"|"custom"|"Temática de incidencia"|""|""|"10615"|"DDP - COSTOS PLAN FORMACIÓN"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-24T14:50:40.509-0500"|"jira"|"summary"|""|"Tablas"|""|"PLAN DE FORMACIÓN-no aparece la información de la totalidad de los cursos de un profesor"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-17T16:31:23.820-0500"|"jira"|"summary"|""|"Inconsistencia en la DIM_DOCENTE_CARACTERIZACION aprece la columna Unidad Académica vacía "|""|"Tablas"
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-17T14:54:12.312-0500"|"jira"|"summary"|""|"Inconcistencia en la DIM_DOCENTE_CARACTERIZACION aprece la columna Unidad Academcia vacia "|""|"Inconsistencia en la DIM_DOCENTE_CARACTERIZACION aprece la columna Unidad Académica vacía "
"PAFI3-462"|"PLAN DE FORMACIÓN- No aparece la información tota de los cursos de un profesor en un periodo de tiempo 2020-2024 en la FCT_PLAN_FORMACION"|"Colaborador Desarrollo Profesoral"|"2024-09-17T14:53:50.224-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Sebastián Alfonso Aguilar"|"2024-09-30T08:01:51.042-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Sebastián Alfonso Aguilar"|"2024-09-30T08:01:46.833-0500"|"custom"|"Fase del modelo impactado"|""|""|"10595"|"Fase 3"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Sebastián Alfonso Aguilar"|"2024-09-30T08:01:44.584-0500"|"custom"|"Tipo de Soporte"|""|""|"10575"|"GARANTÍA"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Sebastián Alfonso Aguilar"|"2024-09-30T08:01:28.537-0500"|"custom"|"Tipo de incidencia"|""|""|"10592"|"FUNC - Fuente de datos"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-26T11:51:41.529-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-17T09:36:40.948-0500"|"jira"|"summary"|""|"PROFESOR_360 - No aparecen información en columnas realacionadas al PLAN DE FORMACIÓN "|""|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-17T09:36:08.463-0500"|"jira"|"description"|""|"Buenas tardes, 

Apreciados,

amablemente, solicitamos de su colaboración para validar las columnas asociadas al plan de formación que están en el 360, ya que actualmente todas las casillas que se van a mencionar están en *NULL* se realizó la validación en *ambiente productivo* para la profesora *ELYN LIZETH SOLANO CHARRIS* con *ID: 0000001029*, adicionalmente se validaron 5 profesores más y tienen esta misma particularidad, si se soluciona el de ELYN se solucionarán o aparecerá la información de los demás*.*

* NUM_PLANES_FORMACION_CANTIDAD_CURSOS
* NUM_PLANES_FORMACION_DURACION
* NUM_PLANES_FORMACION_COSTO
* STR_PLANES_FORMACION_TIPO_CURSO
* STR_PLANES_FORMACION_ESTADO
* STR_PLANES_FORMACION_CATEGORIA
* STR_PLANES_FORMACION_SUBCATEGORIA

*SQL*

!image-20240916-174205.png|width=100%,alt=""image-20240916-174205.png""!

*REPORTE*

!image-20240916-174553.png|width=100%,alt=""image-20240916-174553.png""!"|""|"Buenas tardes, 

Apreciados,

amablemente, solicitamos de su colaboración para validar las columnas asociadas al plan de formación que están en el 360, ya que actualmente todas las casillas que se van a mencionar están en *NULL* se realizó la validación en *ambiente productivo* para la profesora *ELYN LIZETH SOLANO CHARRIS* con *ID: 0000001029*, adicionalmente se validaron 5 profesores más y tienen esta misma particularidad, si se soluciona el de ELYN se solucionarán o aparecerá la información de los demás, por otra parte, es importante resaltar que no aparece información asociada para el periodo 2024, ni el *FCT_PROFESOR_360*, ni tampoco en la fuente *FCT_PLAN_FORMACION.*

!image-20240917-143519.png|width=91.66666666666667%,alt=""image-20240917-143519.png""!

Estas son las columnas mencionadas que no tienen  información

* NUM_PLANES_FORMACION_CANTIDAD_CURSOS
* NUM_PLANES_FORMACION_DURACION
* NUM_PLANES_FORMACION_COSTO
* STR_PLANES_FORMACION_TIPO_CURSO
* STR_PLANES_FORMACION_ESTADO
* STR_PLANES_FORMACION_CATEGORIA
* STR_PLANES_FORMACION_SUBCATEGORIA

*SQL*

!image-20240916-174205.png|width=100%,alt=""image-20240916-174205.png""!

*REPORTE*

!image-20240916-174553.png|width=100%,alt=""image-20240916-174553.png""!"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-16T12:48:45.094-0500"|"jira"|"description"|""|""|""|"Buenas tardes, 

Apreciados,

amablemente, solicitamos de su colaboración para validar las columnas asociadas al plan de formación que están en el 360, ya que actualmente todas las casillas que se van a mencionar están en *NULL* se realizó la validación en *ambiente productivo* para la profesora *ELYN LIZETH SOLANO CHARRIS* con *ID: 0000001029*, adicionalmente se validaron 5 profesores más y tienen esta misma particularidad, si se soluciona el de ELYN se solucionarán o aparecerá la información de los demás*.*

* NUM_PLANES_FORMACION_CANTIDAD_CURSOS
* NUM_PLANES_FORMACION_DURACION
* NUM_PLANES_FORMACION_COSTO
* STR_PLANES_FORMACION_TIPO_CURSO
* STR_PLANES_FORMACION_ESTADO
* STR_PLANES_FORMACION_CATEGORIA
* STR_PLANES_FORMACION_SUBCATEGORIA

*SQL*

!image-20240916-174205.png|width=100%,alt=""image-20240916-174205.png""!

*REPORTE*

!image-20240916-174553.png|width=100%,alt=""image-20240916-174553.png""!"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-16T12:48:41.393-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-16T12:21:54.863-0500"|"custom"|"Temática de incidencia"|""|""|"10613"|"DDP - PROFESORES_360"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Automation for Jira"|"2024-09-16T12:13:26.973-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-16T12:13:25.000-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-461"|"PROFESOR_360 - No aparecen información en columnas relacionadas con el PLAN DE FORMACIÓN y no aparece información del año 2024"|"Colaborador Desarrollo Profesoral"|"2024-09-16T12:13:18.711-0500"|"jira"|"IssueParentAssociation"|""|""|"27768"|"27768"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Sebastián Alfonso Aguilar"|"2024-09-17T15:09:54.220-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Sebastián Alfonso Aguilar"|"2024-09-17T15:09:17.425-0500"|"custom"|"Tipo de Soporte"|""|""|"10573"|"SOPORTE BMIND"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-09-10T11:17:48.782-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-09-10T11:17:44.078-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"jeison.guarin"|"2024-09-02T11:40:05.451-0500"|"custom"|"Tipología de casos"|""|""|"10618"|"INCIDENTE"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Sebastián Alfonso Aguilar"|"2024-09-02T10:22:25.997-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Sebastián Alfonso Aguilar"|"2024-09-02T10:22:23.798-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-30T17:22:06.679-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-30T17:21:48.308-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-30T17:21:44.915-0500"|"jira"|"status"|"10436"|"TESTING"|"10394"|"In Progress"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Sebastián Alfonso Aguilar"|"2024-08-30T16:38:18.185-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Sebastián Alfonso Aguilar"|"2024-08-30T16:37:22.265-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:38:06.638-0500"|"jira"|"assignee"|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Automation for Jira"|"2024-08-27T16:38:02.752-0500"|"jira"|"assignee"|""|""|"62fd42fce2b1b5ae159b167b"|"Colaborador Desarrollo Profesoral"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:38:01.114-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:37:57.925-0500"|"jira"|"priority"|"3"|"Medium"|"1"|"Highest"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:37:52.721-0500"|"custom"|"Fase del modelo impactado"|""|""|"10595"|"Fase 3"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:37:42.523-0500"|"custom"|"Tipo de incidencia"|""|""|"10591"|"TEC - Errores de calidad de datos (SK en -1, NDF etc.)"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:37:35.257-0500"|"custom"|"Temática de incidencia"|""|""|"10608"|"DDP - CATEDRA CON ORGANIZACIONES"
"PAFI3-460"|"CATEDRA_EMPRESAS - En PRO la columna NUM_DIM_EMPRESA_SK solo esta trayendo valores en -1"|"Colaborador Desarrollo Profesoral"|"2024-08-27T16:37:23.752-0500"|"jira"|"description"|""|""|""|"Un Cordial Saludo

Se estuvo revisando la tabla *FCT_CATEDRA_ORGANIZACION* en *PRO* en la columna *STR_PERSONA_ID_PROFESOR_DESIGNADO* no están llegando bien los valores como se prensa en *SIGA,*  por ejemplo este registo el *PRODESOR DESIGNADO* se marco como *NO EXISTE* y se asigno el *NOMBRE* ALEJANDRO ROCHA pero dentro de *SQL* no aparece con información,

Como se presenta *SIGA PRO*

!image-20240827-213241.png|width=66.66666666666666%,alt=""image-20240827-213241.png""!

Como se presenta *SQL PRO*

!image-20240827-213713.png|width=66.66666666666666%,alt=""image-20240827-213713.png""!"
